index,qTypeRaw,qType,story,question,char1,char2,perceivers,story_with_perceivers,persp_ctx,cands,answer
187,second_order_1_no_tom,second_order_no_tom,"['Chloe entered the living room', 'Charlotte entered the living room', 'Chloe likes the grapefruit', 'The carrot is in the crate', 'The crate is in the living room', 'Charlotte likes the pants', 'Charlotte moved the carrot to the treasure chest', 'The treasure chest is in the living room', 'Ella entered the living room', 'Chloe exited the living room', 'Charlotte exited the living room', 'Chloe entered the bathroom']",Where does Charlotte think that Chloe searches for the carrot?,Charlotte,Chloe,"[['Chloe'], ['Charlotte', 'Chloe'], ['Chloe'], ['Chloe', 'Charlotte'], ['Chloe', 'Charlotte'], ['Charlotte'], ['Charlotte', 'Chloe'], ['Chloe', 'Charlotte'], ['Ella', 'Chloe', 'Charlotte'], ['Chloe', 'Charlotte', 'Ella'], ['Charlotte', 'Ella'], ['Chloe']]","[{'Chloe entered the living room': ['Chloe']}, {'Charlotte entered the living room': ['Charlotte', 'Chloe']}, {'Chloe likes the grapefruit': ['Chloe']}, {'The carrot is in the crate': ['Chloe', 'Charlotte']}, {'The crate is in the living room': ['Chloe', 'Charlotte']}, {'Charlotte likes the pants': ['Charlotte']}, {'Charlotte moved the carrot to the treasure chest': ['Charlotte', 'Chloe']}, {'The treasure chest is in the living room': ['Chloe', 'Charlotte']}, {'Ella entered the living room': ['Ella', 'Chloe', 'Charlotte']}, {'Chloe exited the living room': ['Chloe', 'Charlotte', 'Ella']}, {'Charlotte exited the living room': ['Charlotte', 'Ella']}, {'Chloe entered the bathroom': ['Chloe']}]",Charlotte entered the living room. The carrot is in the crate. The crate is in the living room. Charlotte moved the carrot to the treasure chest. The treasure chest is in the living room. Ella entered the living room. Chloe exited the living room,"['treasure chest', 'grapefruit', 'bathroom', 'crate', 'living room', 'pants']",treasure chest
630,second_order_1_tom,second_order_tom,"['Charlotte entered the workshop', 'Owen entered the workshop', 'The trousers is in the suitcase', 'The suitcase is in the workshop', 'Owen exited the workshop', 'Charlotte moved the trousers to the bathtub', 'The bathtub is in the workshop', 'Charlotte exited the workshop', 'Owen entered the pantry']",Where does Owen think that Charlotte searches for the trousers?,Owen,Charlotte,"[['Charlotte'], ['Owen', 'Charlotte'], ['Charlotte', 'Owen'], ['Charlotte', 'Owen'], ['Owen', 'Charlotte'], ['Charlotte'], ['Charlotte'], ['Charlotte'], ['Owen']]","[{'Charlotte entered the workshop': ['Charlotte']}, {'Owen entered the workshop': ['Owen', 'Charlotte']}, {'The trousers is in the suitcase': ['Charlotte', 'Owen']}, {'The suitcase is in the workshop': ['Charlotte', 'Owen']}, {'Owen exited the workshop': ['Owen', 'Charlotte']}, {'Charlotte moved the trousers to the bathtub': ['Charlotte']}, {'The bathtub is in the workshop': ['Charlotte']}, {'Charlotte exited the workshop': ['Charlotte']}, {'Owen entered the pantry': ['Owen']}]",Owen entered the workshop. The trousers is in the suitcase. The suitcase is in the workshop. Owen exited the workshop,"['suitcase', 'bathtub', 'workshop', 'pantry']",suitcase
96,second_order_1_no_tom,second_order_no_tom,"['Avery dislikes the raincoat', 'Hunter entered the master bedroom', 'Lily entered the master bedroom', 'Avery loves the trousers', 'Hunter exited the master bedroom', 'Avery entered the master bedroom', 'The tie is in the container', 'The container is in the master bedroom', 'Lily moved the tie to the crate', 'The crate is in the master bedroom', 'Avery exited the master bedroom', 'Lily exited the master bedroom', 'Avery entered the master bedroom']",Where does Avery think that Lily searches for the tie?,Avery,Lily,"[['Avery'], ['Hunter'], ['Lily', 'Hunter'], ['Avery'], ['Hunter', 'Lily'], ['Avery', 'Lily'], ['Lily', 'Avery'], ['Lily', 'Avery'], ['Lily', 'Avery'], ['Lily', 'Avery'], ['Avery', 'Lily'], ['Lily'], ['Avery']]","[{'Avery dislikes the raincoat': ['Avery']}, {'Hunter entered the master bedroom': ['Hunter']}, {'Lily entered the master bedroom': ['Lily', 'Hunter']}, {'Avery loves the trousers': ['Avery']}, {'Hunter exited the master bedroom': ['Hunter', 'Lily']}, {'Avery entered the master bedroom': ['Avery', 'Lily']}, {'The tie is in the container': ['Lily', 'Avery']}, {'The container is in the master bedroom': ['Lily', 'Avery']}, {'Lily moved the tie to the crate': ['Lily', 'Avery']}, {'The crate is in the master bedroom': ['Lily', 'Avery']}, {'Avery exited the master bedroom': ['Avery', 'Lily']}, {'Lily exited the master bedroom': ['Lily']}, {'Avery entered the master bedroom': ['Avery']}]",Avery entered the master bedroom. The tie is in the container. The container is in the master bedroom. Lily moved the tie to the crate. The crate is in the master bedroom. Avery exited the master bedroom,"['raincoat', 'trousers', 'crate', 'master bedroom', 'container']",crate
432,second_order_1_no_tom,second_order_no_tom,"['Avery entered the crawlspace', 'Sophia entered the crawlspace', 'The carrot is in the suitcase', 'The suitcase is in the crawlspace', 'Emma entered the crawlspace', 'Avery exited the crawlspace', 'Avery entered the crawlspace', 'Sophia moved the carrot to the bathtub', 'The bathtub is in the crawlspace']",Where does Sophia think that Avery searches for the carrot?,Sophia,Avery,"[['Avery'], ['Sophia', 'Avery'], ['Avery', 'Sophia'], ['Avery', 'Sophia'], ['Emma', 'Avery', 'Sophia'], ['Avery', 'Sophia', 'Emma'], ['Avery', 'Sophia', 'Emma'], ['Sophia', 'Emma', 'Avery'], ['Sophia', 'Emma', 'Avery']]","[{'Avery entered the crawlspace': ['Avery']}, {'Sophia entered the crawlspace': ['Sophia', 'Avery']}, {'The carrot is in the suitcase': ['Avery', 'Sophia']}, {'The suitcase is in the crawlspace': ['Avery', 'Sophia']}, {'Emma entered the crawlspace': ['Emma', 'Avery', 'Sophia']}, {'Avery exited the crawlspace': ['Avery', 'Sophia', 'Emma']}, {'Avery entered the crawlspace': ['Avery', 'Sophia', 'Emma']}, {'Sophia moved the carrot to the bathtub': ['Sophia', 'Emma', 'Avery']}, {'The bathtub is in the crawlspace': ['Sophia', 'Emma', 'Avery']}]",Sophia entered the crawlspace. The carrot is in the suitcase. The suitcase is in the crawlspace. Emma entered the crawlspace. Avery exited the crawlspace. Avery entered the crawlspace. Sophia moved the carrot to the bathtub. The bathtub is in the crawlspace,"['suitcase', 'bathtub', 'crawlspace']",bathtub
117,second_order_1_no_tom,second_order_no_tom,"['Oliver is in the workshop', 'Ella entered the workshop', 'The apple is in the pantry', 'The pantry is in the workshop', 'Chloe loves the suit', 'Ella moved the apple to the drawer', 'The drawer is in the workshop', 'Oliver exited the workshop', 'Ella exited the workshop', 'Oliver entered the bedroom']",Where does Ella think that Oliver searches for the apple?,Ella,Oliver,"[['Oliver'], ['Ella', 'Oliver'], ['Oliver', 'Ella'], ['Oliver', 'Ella'], ['Chloe'], ['Ella', 'Oliver'], ['Oliver', 'Ella'], ['Oliver', 'Ella'], ['Ella'], ['Oliver']]","[{'Oliver is in the workshop': ['Oliver']}, {'Ella entered the workshop': ['Ella', 'Oliver']}, {'The apple is in the pantry': ['Oliver', 'Ella']}, {'The pantry is in the workshop': ['Oliver', 'Ella']}, {'Chloe loves the suit': ['Chloe']}, {'Ella moved the apple to the drawer': ['Ella', 'Oliver']}, {'The drawer is in the workshop': ['Oliver', 'Ella']}, {'Oliver exited the workshop': ['Oliver', 'Ella']}, {'Ella exited the workshop': ['Ella']}, {'Oliver entered the bedroom': ['Oliver']}]",Ella entered the workshop. The apple is in the pantry. The pantry is in the workshop. Ella moved the apple to the drawer. The drawer is in the workshop. Oliver exited the workshop,"['pantry', 'suit', 'bedroom', 'workshop', 'drawer']",drawer
584,first_order_1_no_tom,first_order_no_tom,"['Carter entered the kitchen', 'Lucas entered the TV room', 'Lucas hates the pajamas', 'Logan entered the kitchen', 'The belt is in the box', 'The box is in the kitchen', 'Logan moved the belt to the cupboard', 'The cupboard is in the kitchen', 'Lucas exited the TV room', 'Carter exited the kitchen', 'Logan exited the kitchen', 'Carter entered the kitchen', 'Logan dislikes the cabbage']",Where will Logan look for the belt?,Logan,,"[['Carter'], ['Lucas'], ['Lucas'], ['Logan', 'Carter'], ['Carter', 'Logan'], ['Carter', 'Logan'], ['Logan', 'Carter'], ['Carter', 'Logan'], ['Lucas'], ['Carter', 'Logan'], ['Logan'], ['Carter'], ['Logan']]","[{'Carter entered the kitchen': ['Carter']}, {'Lucas entered the TV room': ['Lucas']}, {'Lucas hates the pajamas': ['Lucas']}, {'Logan entered the kitchen': ['Logan', 'Carter']}, {'The belt is in the box': ['Carter', 'Logan']}, {'The box is in the kitchen': ['Carter', 'Logan']}, {'Logan moved the belt to the cupboard': ['Logan', 'Carter']}, {'The cupboard is in the kitchen': ['Carter', 'Logan']}, {'Lucas exited the TV room': ['Lucas']}, {'Carter exited the kitchen': ['Carter', 'Logan']}, {'Logan exited the kitchen': ['Logan']}, {'Carter entered the kitchen': ['Carter']}, {'Logan dislikes the cabbage': ['Logan']}]",Logan entered the kitchen. The belt is in the box. The box is in the kitchen. Logan moved the belt to the cupboard. The cupboard is in the kitchen. Carter exited the kitchen. Logan exited the kitchen. Logan dislikes the cabbage,"['kitchen', 'pajamas', 'TV room', 'cabbage', 'cupboard', 'box']",cupboard
356,second_order_1_no_tom,second_order_no_tom,"['Chloe entered the sunroom', 'Mia entered the sunroom', 'The radish is in the crate', 'The crate is in the sunroom', 'Mia moved the radish to the bathtub', 'The bathtub is in the sunroom', 'Chloe exited the sunroom', 'Noah entered the sunroom']",Where does Mia think that Chloe searches for the radish?,Mia,Chloe,"[['Chloe'], ['Mia', 'Chloe'], ['Chloe', 'Mia'], ['Chloe', 'Mia'], ['Mia', 'Chloe'], ['Chloe', 'Mia'], ['Chloe', 'Mia'], ['Noah', 'Mia']]","[{'Chloe entered the sunroom': ['Chloe']}, {'Mia entered the sunroom': ['Mia', 'Chloe']}, {'The radish is in the crate': ['Chloe', 'Mia']}, {'The crate is in the sunroom': ['Chloe', 'Mia']}, {'Mia moved the radish to the bathtub': ['Mia', 'Chloe']}, {'The bathtub is in the sunroom': ['Chloe', 'Mia']}, {'Chloe exited the sunroom': ['Chloe', 'Mia']}, {'Noah entered the sunroom': ['Noah', 'Mia']}]",Mia entered the sunroom. The radish is in the crate. The crate is in the sunroom. Mia moved the radish to the bathtub. The bathtub is in the sunroom. Chloe exited the sunroom,"['bathtub', 'sunroom', 'crate']",bathtub
775,second_order_0_tom,second_order_tom,"['Ethan entered the dining room', 'Nathan entered the dining room', 'The sweatshirt is in the bottle', 'The bottle is in the dining room', 'Ethan exited the dining room', 'Ella entered the hallway', 'Nathan moved the sweatshirt to the pantry', 'The pantry is in the dining room']",Where does Ethan think that Nathan searches for the sweatshirt?,Ethan,Nathan,"[['Ethan'], ['Nathan', 'Ethan'], ['Ethan', 'Nathan'], ['Ethan', 'Nathan'], ['Ethan', 'Nathan'], ['Ella'], ['Nathan'], ['Nathan']]","[{'Ethan entered the dining room': ['Ethan']}, {'Nathan entered the dining room': ['Nathan', 'Ethan']}, {'The sweatshirt is in the bottle': ['Ethan', 'Nathan']}, {'The bottle is in the dining room': ['Ethan', 'Nathan']}, {'Ethan exited the dining room': ['Ethan', 'Nathan']}, {'Ella entered the hallway': ['Ella']}, {'Nathan moved the sweatshirt to the pantry': ['Nathan']}, {'The pantry is in the dining room': ['Nathan']}]",Nathan entered the dining room. The sweatshirt is in the bottle. The bottle is in the dining room. Ethan exited the dining room,"['pantry', 'bottle', 'hallway', 'dining room']",bottle
1467,first_order_1_tom,first_order_tom,"['Jayden entered the crawlspace', 'Jackson entered the attic', 'Jayden exited the crawlspace', 'Emma entered the attic', 'The beans is in the envelope', 'The envelope is in the attic', 'Emma exited the attic', 'Jackson moved the beans to the drawer', 'The drawer is in the attic', 'Jackson exited the attic', 'Emma entered the crawlspace']",Where will Emma look for the beans?,Emma,,"[['Jayden'], ['Jackson'], ['Jayden'], ['Emma', 'Jackson'], ['Jackson', 'Emma'], ['Jackson', 'Emma'], ['Emma', 'Jackson'], ['Jackson'], ['Jackson'], ['Jackson'], ['Emma']]","[{'Jayden entered the crawlspace': ['Jayden']}, {'Jackson entered the attic': ['Jackson']}, {'Jayden exited the crawlspace': ['Jayden']}, {'Emma entered the attic': ['Emma', 'Jackson']}, {'The beans is in the envelope': ['Jackson', 'Emma']}, {'The envelope is in the attic': ['Jackson', 'Emma']}, {'Emma exited the attic': ['Emma', 'Jackson']}, {'Jackson moved the beans to the drawer': ['Jackson']}, {'The drawer is in the attic': ['Jackson']}, {'Jackson exited the attic': ['Jackson']}, {'Emma entered the crawlspace': ['Emma']}]",Emma entered the attic. The beans is in the envelope. The envelope is in the attic. Emma exited the attic. Emma entered the crawlspace,"['attic', 'crawlspace', 'envelope', 'drawer']",envelope
2841,first_order_1_tom,first_order_tom,"['Owen entered the garage', 'Benjamin entered the garage', 'The trousers is in the box', 'The box is in the garage', 'Benjamin exited the garage', 'Owen moved the trousers to the envelope', 'The envelope is in the garage', 'Noah entered the bedroom']",Where will Benjamin look for the trousers?,Benjamin,,"[['Owen'], ['Benjamin', 'Owen'], ['Owen', 'Benjamin'], ['Owen', 'Benjamin'], ['Benjamin', 'Owen'], ['Owen'], ['Owen'], ['Noah']]","[{'Owen entered the garage': ['Owen']}, {'Benjamin entered the garage': ['Benjamin', 'Owen']}, {'The trousers is in the box': ['Owen', 'Benjamin']}, {'The box is in the garage': ['Owen', 'Benjamin']}, {'Benjamin exited the garage': ['Benjamin', 'Owen']}, {'Owen moved the trousers to the envelope': ['Owen']}, {'The envelope is in the garage': ['Owen']}, {'Noah entered the bedroom': ['Noah']}]",Benjamin entered the garage. The trousers is in the box. The box is in the garage. Benjamin exited the garage,"['garage', 'envelope', 'bedroom', 'box']",box
236,second_order_1_no_tom,second_order_no_tom,"['Emma entered the front yard', 'Emma dislikes the onion', 'Olivia entered the front yard', 'The hat is in the cupboard', 'The cupboard is in the front yard', 'Olivia moved the hat to the container', 'The container is in the front yard', 'Emma exited the front yard']",Where does Olivia think that Emma searches for the hat?,Olivia,Emma,"[['Emma'], ['Emma'], ['Olivia', 'Emma'], ['Emma', 'Olivia'], ['Emma', 'Olivia'], ['Olivia', 'Emma'], ['Emma', 'Olivia'], ['Emma', 'Olivia']]","[{'Emma entered the front yard': ['Emma']}, {'Emma dislikes the onion': ['Emma']}, {'Olivia entered the front yard': ['Olivia', 'Emma']}, {'The hat is in the cupboard': ['Emma', 'Olivia']}, {'The cupboard is in the front yard': ['Emma', 'Olivia']}, {'Olivia moved the hat to the container': ['Olivia', 'Emma']}, {'The container is in the front yard': ['Emma', 'Olivia']}, {'Emma exited the front yard': ['Emma', 'Olivia']}]",Olivia entered the front yard. The hat is in the cupboard. The cupboard is in the front yard. Olivia moved the hat to the container. The container is in the front yard. Emma exited the front yard,"['onion', 'cupboard', 'container', 'front yard']",container
181,second_order_0_no_tom,second_order_no_tom,"['Olivia entered the closet', 'James entered the closet', 'Amelia entered the closet', 'The sweater is in the treasure chest', 'The treasure chest is in the closet', 'James exited the closet', 'Amelia exited the closet', 'James hates the sweater', 'Olivia moved the sweater to the container', 'The container is in the closet', 'James entered the closet']",Where does Olivia think that James searches for the sweater?,Olivia,James,"[['Olivia'], ['James', 'Olivia'], ['Amelia', 'Olivia', 'James'], ['Olivia', 'James', 'Amelia'], ['Olivia', 'James', 'Amelia'], ['James', 'Olivia', 'Amelia'], ['Amelia', 'Olivia'], ['James'], ['Olivia', 'James'], ['James', 'Olivia'], ['James', 'Olivia']]","[{'Olivia entered the closet': ['Olivia']}, {'James entered the closet': ['James', 'Olivia']}, {'Amelia entered the closet': ['Amelia', 'Olivia', 'James']}, {'The sweater is in the treasure chest': ['Olivia', 'James', 'Amelia']}, {'The treasure chest is in the closet': ['Olivia', 'James', 'Amelia']}, {'James exited the closet': ['James', 'Olivia', 'Amelia']}, {'Amelia exited the closet': ['Amelia', 'Olivia']}, {'James hates the sweater': ['James']}, {'Olivia moved the sweater to the container': ['Olivia', 'James']}, {'The container is in the closet': ['James', 'Olivia']}, {'James entered the closet': ['James', 'Olivia']}]",James entered the closet. Amelia entered the closet. The sweater is in the treasure chest. The treasure chest is in the closet. James exited the closet. Olivia moved the sweater to the container. The container is in the closet. James entered the closet,"['container', 'treasure chest', 'closet', 'sweater']",container
