,Unnamed: 0,part_id,utterance,utterance_symbol_removed,perceivers
903,903,145-1,"Genesis: Absolutely, Roger! It's amazing how the lens can convey so much emotion and bring a story to life.",Genesis: Absolutely Roger Its amazing how the lens can convey so much emotion and bring a story to life,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
904,904,145-1,"Emiliano: I agree. Music too has similar elements, where we use melodies, rhythms and harmonies to tell a story or evoke emotions.",Emiliano: I agree Music too has similar elements where we use melodies rhythms and harmonies to tell a story or evoke emotions,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
905,905,145-1,"Ellie: Genesis, it sounds like you are the type that excels at creating something new, which is so important in our society today.",Ellie: Genesis it sounds like you are the type that excels at creating something new which is so important in our society today,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
906,906,145-1,"Genesis: Thank you, Ellie! Speaking about future plans, I aspire to work in the film industry as a cinematographer. I plan on pursuing advanced studies in cinematography and film production.",Genesis: Thank you Ellie Speaking about future plans I aspire to work in the film industry as a cinematographer I plan on pursuing advanced studies in cinematography and film production,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
907,907,145-1,"Roger: That's interesting. Just remember to stay passionate about your craft. With the dedication you all have, I'm confident we all are going to excel in our respective fields.",Roger: Thats interesting Just remember to stay passionate about your craft With the dedication you all have Im confident we all are going to excel in our respective fields,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
908,908,145-1,"Genesis: I totally agree with you, Roger. Passion is indeed the driving force behind any success. We must stay passionate and dedicated to our interests and aspirations.",Genesis: I totally agree with you Roger Passion is indeed the driving force behind any success We must stay passionate and dedicated to our interests and aspirations,"['Ellie', 'Roger', 'Emiliano', 'Genesis']"
909,909,151-0,"Brian: That's cool, Joaquin. It may seem a bit out there, but I find tranquility in gardening. Nurturing tiny seeds to grow into blooming plants always makes me feel connected to something divine.",Brian: Thats cool Joaquin It may seem a bit out there but I find tranquility in gardening Nurturing tiny seeds to grow into blooming plants always makes me feel connected to something divine,"['Brian', 'Joaquin', 'Xander']"
910,910,151-0,"Joaquin: That's very interesting, Brian.",Joaquin: Thats very interesting Brian,"['Brian', 'Joaquin', 'Xander']"
911,911,151-0,"Xander: For me, it's music that opens the window to my soul. The harmony of different notes creates a cosmic sync for me.",Xander: For me its music that opens the window to my soul The harmony of different notes creates a cosmic sync for me,"['Brian', 'Joaquin', 'Xander']"
912,912,151-0,"Brian: That's indeed touching, Xander. Anyway, I need to leave now guys, have to check on something. It was wonderful sharing these feelings.",Brian: Thats indeed touching Xander Anyway I need to leave now guys have to check on something It was wonderful sharing these feelings,"['Brian', 'Joaquin', 'Xander']"
913,913,151-0,"Joaquin: I can relate to that, Xander. The silence between the notes, it's like getting in touch with the universe; the ultimate artist.",Joaquin: I can relate to that Xander The silence between the notes its like getting in touch with the universe the ultimate artist,"['Joaquin', 'Xander']"
914,914,151-0,"Xander: Exactly, Joaquin! Every chord, every melody feels like deciphering the universe's language. It's very spiritual.",Xander: Exactly Joaquin Every chord every melody feels like deciphering the universes language Its very spiritual,"['Joaquin', 'Xander']"
915,915,151-0,"Brian: I'm back guys, sorry about that. You know, speaking of spiritual experiences, I've had a profound feeling of oneness and serenity often while meditating and practicing mindfulness.",Brian: Im back guys sorry about that You know speaking of spiritual experiences Ive had a profound feeling of oneness and serenity often while meditating and practicing mindfulness,"['Joaquin', 'Xander', 'Brian']"
916,916,151-0,"Xander: Really, Brian? You meditate? That's something new.",Xander: Really Brian You meditate Thats something new,"['Joaquin', 'Xander', 'Brian']"
917,917,151-0,"Joaquin: That's quite intriguing, Brian. How did you come across meditation and mindfulness?",Joaquin: Thats quite intriguing Brian How did you come across meditation and mindfulness,"['Joaquin', 'Xander', 'Brian']"
918,918,151-0,"Brian: A friend introduced me to it. Initially, it was tough to sit still and focus but gradually, I started enjoying this journey of self-discovery. The awareness of one's own breath, it's unbelievably calming.",Brian: A friend introduced me to it Initially it was tough to sit still and focus but gradually I started enjoying this journey of selfdiscovery The awareness of ones own breath its unbelievably calming,"['Joaquin', 'Xander', 'Brian']"
919,919,151-0,Xander: I've heard about meditation but I have never really given it a try myself.,Xander: Ive heard about meditation but I have never really given it a try myself,"['Joaquin', 'Xander', 'Brian']"
920,920,151-0,"Joaquin: The idea of being in the present moment, avoiding the chaos of the past and the future worries, it certainly sounds powerful. I should probably start practicing it as well.",Joaquin: The idea of being in the present moment avoiding the chaos of the past and the future worries it certainly sounds powerful I should probably start practicing it as well,"['Joaquin', 'Xander', 'Brian']"
921,921,151-0,"Brian: Absolutely, Joaquin. Meditation not only calms your mind but it also makes you more patient, understanding, and compassionate. It's truly a journey worth embarking on.",Brian: Absolutely Joaquin Meditation not only calms your mind but it also makes you more patient understanding and compassionate Its truly a journey worth embarking on,"['Joaquin', 'Xander', 'Brian']"
922,922,151-0,"Xander: Yeah, I guess I should give it a try too. Music can only take me so far. Maybe meditation could provide a deeper experience of tranquility.",Xander: Yeah I guess I should give it a try too Music can only take me so far Maybe meditation could provide a deeper experience of tranquility,"['Joaquin', 'Xander', 'Brian']"
923,923,151-0,"Brian: That's the spirit, Xander! Can't wait to hear about your experiences.",Brian: Thats the spirit Xander Cant wait to hear about your experiences,"['Joaquin', 'Xander', 'Brian']"
924,924,152-0,"Hunter: Hey, Alexus. You seem a bit downcast. Anything bothering you?",Hunter: Hey Alexus You seem a bit downcast Anything bothering you,"['Hunter', 'Alexus']"
925,925,152-0,"Alexus: Well, Hunter, I recently lost my pet dog, Sparky. He was with me for such a long time, it's hard to come to terms with his loss.",Alexus: Well Hunter I recently lost my pet dog Sparky He was with me for such a long time its hard to come to terms with his loss,"['Hunter', 'Alexus']"
926,926,152-0,"Hunter: I'm really sorry to hear that, Alexus. He must have left quite a gap in your routine and life.",Hunter: Im really sorry to hear that Alexus He must have left quite a gap in your routine and life,"['Hunter', 'Alexus']"
927,927,152-0,"Alexus: Yes, indeed. Every moment of the day, I feel his absence. You won't believe, I wake up in the middle of the night hearing his bark.",Alexus: Yes indeed Every moment of the day I feel his absence You wont believe I wake up in the middle of the night hearing his bark,"['Hunter', 'Alexus']"
928,928,152-0,"Hunter: I totally understand, Alexus. I had a similar experience when I lost my pet cat, Whiskers. You know, it's not silly or trivial. Our pets become a part of our lives, almost like family members.",Hunter: I totally understand Alexus I had a similar experience when I lost my pet cat Whiskers You know its not silly or trivial Our pets become a part of our lives almost like family members,"['Hunter', 'Alexus']"
