,index,question,question_type,set_id
1385,1385,Does Jeremy know this information?,tom:info_accessibility:binary,21-0-2
1386,1386,Does Kassidy know this information?,tom:info_accessibility:binary,21-0-2
1387,1387,Does Haley know this information?,tom:info_accessibility:binary,21-0-2
1388,1388,Which art movements and styles does Leo prefer?,fact,21-1-0
1389,1389,What does Jeremy believe are Leo's preferred art movements and styles?,tom:belief:inaccessible,21-1-0
1390,1390,"What does Jeremy believe are Leo's preferred art movements and styles?
(a) Jeremy believes that Leo prefers the Impressionism art movement and Cubism style.
(b) Jeremy is unaware of Leo's preferred art movements and styles because he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-0
1391,1391,What does Tyson believe that Jeremy thinks about which art movements and styles Leo prefers?,tom:belief:inaccessible,21-1-0
1392,1392,"What does Tyson believe that Jeremy thinks about which art movements and styles Leo prefers?
(a) Tyson believes that Jeremy is unaware about which art movements and styles Leo prefers because Jeremy was not involved in the conversation when this was discussed.
(b) Tyson believes that Jeremy thinks Leo prefers the Impressionism art movement and Cubism style.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-0
1393,1393,What does Leo believe that Jeremy thinks about which art movements and styles Leo prefers?,tom:belief:inaccessible,21-1-0
1394,1394,"What does Leo believe that Jeremy thinks about which art movements and styles Leo prefers?
(a) Leo believes that Jeremy is unaware about which art movements and styles Leo prefers.
(b) Jeremy thinks that Leo prefers the Impressionism art movement and Cubism style.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-0
1395,1395,List all the characters who know the precise correct answer to this question.,tom:answerability:list,21-1-0
1396,1396,Does Leo know the precise correct answer to this question?,tom:answerability:binary,21-1-0
1397,1397,Does Tyson know the precise correct answer to this question?,tom:answerability:binary,21-1-0
1398,1398,Does Jeremy know the precise correct answer to this question?,tom:answerability:binary,21-1-0
1399,1399,Does Kassidy know the precise correct answer to this question?,tom:answerability:binary,21-1-0
1400,1400,Does Haley know the precise correct answer to this question?,tom:answerability:binary,21-1-0
1401,1401,List all the characters who know this information.,tom:info_accessibility:list,21-1-0
1402,1402,Does Leo know this information?,tom:info_accessibility:binary,21-1-0
1403,1403,Does Tyson know this information?,tom:info_accessibility:binary,21-1-0
1404,1404,Does Jeremy know this information?,tom:info_accessibility:binary,21-1-0
1405,1405,Does Kassidy know this information?,tom:info_accessibility:binary,21-1-0
1406,1406,Does Haley know this information?,tom:info_accessibility:binary,21-1-0
1407,1407,What are Tyson's favorite art movements and styles?,fact,21-1-1
1408,1408,What does Jeremy believe are Tyson's favorite art movements and styles?,tom:belief:inaccessible,21-1-1
1409,1409,"What does Jeremy believe are Tyson's favorite art movements and styles?
(a) Jeremy does not know or is unaware of Tyson's favorite art movements and styles because he was not involved in the conversation when this was discussed.
(b) Jeremy believes that Tyson's favorite art movements and styles are Futurism and digital art.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-1
1410,1410,What does Haley believe about Jeremy's thoughts on Tyson's favorite art movements and styles?,tom:belief:inaccessible,21-1-1
1411,1411,"What does Haley believe about Jeremy's thoughts on Tyson's favorite art movements and styles?
(a) Haley believes that Jeremy is unaware of Tyson's favorite art movements and styles because he was not involved in the conversation when this was discussed.
(b) Haley believes that Jeremy thinks Tyson's favorite art movement is Futurism and his favorite art style is digital art.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-1
1412,1412,What does Tyson believe are Jeremy's beliefs about Tyson's favorite art movements and styles?,tom:belief:inaccessible,21-1-1
1413,1413,"What does Tyson believe are Jeremy's beliefs about Tyson's favorite art movements and styles?
(a) Jeremy believes that Tyson's favorite art movement is Futurism and his favorite art style is digital art.
(b) Tyson believes that Jeremy is unaware of Tyson's favorite art movements and styles because Jeremy was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,21-1-1
1414,1414,List all the characters who know the precise correct answer to this question.,tom:answerability:list,21-1-1
1415,1415,Does Leo know the precise correct answer to this question?,tom:answerability:binary,21-1-1
1416,1416,Does Tyson know the precise correct answer to this question?,tom:answerability:binary,21-1-1
1417,1417,Does Jeremy know the precise correct answer to this question?,tom:answerability:binary,21-1-1
1418,1418,Does Kassidy know the precise correct answer to this question?,tom:answerability:binary,21-1-1
1419,1419,Does Haley know the precise correct answer to this question?,tom:answerability:binary,21-1-1
1420,1420,List all the characters who know this information.,tom:info_accessibility:list,21-1-1
1421,1421,Does Leo know this information?,tom:info_accessibility:binary,21-1-1
1422,1422,Does Tyson know this information?,tom:info_accessibility:binary,21-1-1
1423,1423,Does Jeremy know this information?,tom:info_accessibility:binary,21-1-1
1424,1424,Does Kassidy know this information?,tom:info_accessibility:binary,21-1-1
1425,1425,Does Haley know this information?,tom:info_accessibility:binary,21-1-1
1426,1426,What are the various ways the music industry generates billions of dollars each year?,fact,22-0-0
1427,1427,What does Curtis believe are the various ways the music industry generates billions of dollars each year?,tom:belief:inaccessible,22-0-0
1428,1428,"What does Curtis believe are the various ways the music industry generates billions of dollars each year?
(a) Curtis believes that the music industry generates billions of dollars each year through various ways such as live concerts, music sales, streaming revenues, and merchandise sales.
(b) Curtis is unaware of the various ways the music industry generates billions of dollars each year because he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:inaccessible:multiple-choice,22-0-0
1429,1429,What does Kayden believe that Madison thinks are the various ways the music industry generates billions of dollars each year?,tom:belief:accessible,22-0-0
1430,1430,"What does Kayden believe that Madison thinks are the various ways the music industry generates billions of dollars each year?
(a) The conversation does not provide any information on what Kayden believes Madison thinks are the various ways the music industry generates billions of dollars each year.
(b) Kayden believes that Madison thinks the music industry generates billions of dollars each year through live concerts, music sales, streaming revenues, and merchandise sales.

Choose an answer from above:",tom:belief:accessible:multiple-choice,22-0-0
1431,1431,List all the characters who know the precise correct answer to this question.,tom:answerability:list,22-0-0
1432,1432,Does Madison know the precise correct answer to this question?,tom:answerability:binary,22-0-0
1433,1433,Does Curtis know the precise correct answer to this question?,tom:answerability:binary,22-0-0
1434,1434,Does Colin know the precise correct answer to this question?,tom:answerability:binary,22-0-0
1435,1435,Does Meghan know the precise correct answer to this question?,tom:answerability:binary,22-0-0
1436,1436,Does Kayden know the precise correct answer to this question?,tom:answerability:binary,22-0-0
1437,1437,List all the characters who know this information.,tom:info_accessibility:list,22-0-0
1438,1438,Does Madison know this information?,tom:info_accessibility:binary,22-0-0
1439,1439,Does Curtis know this information?,tom:info_accessibility:binary,22-0-0
1440,1440,Does Colin know this information?,tom:info_accessibility:binary,22-0-0
1441,1441,Does Meghan know this information?,tom:info_accessibility:binary,22-0-0
1442,1442,Does Kayden know this information?,tom:info_accessibility:binary,22-0-0
1443,1443,How does a major concert or music festival stimulate local businesses?,fact,22-0-1
1444,1444,What does Curtis believe about how a major concert or music festival can stimulate local businesses?,tom:belief:accessible,22-0-1
1445,1445,"What does Curtis believe about how a major concert or music festival can stimulate local businesses?
(a) Curtis believes that a major concert or music festival can stimulate local businesses by drawing in tourists and music enthusiasts. This influx of people increases the demand for local goods and services, thereby bolstering the local economy.
(b) Curtis does not know or is unaware about how a major concert or music festival can stimulate local businesses because he was not involved in the conversation when this was discussed.

Choose an answer from above:",tom:belief:accessible:multiple-choice,22-0-1
